date,capital,period_return,long_return,benchmark_return,borrow_cost,turnover,n_names,avg_buyers,total_value
2023-11-14,1053409.7411299162,0.052117100741120005,0.10086986615032335,0.04851467017110811,0.0002380952380952381,0.6285714285714286,32,2.84375,74168240.8546
2023-12-13,1037045.6835813693,-0.014980297241407821,0.0025002872096339954,0.017242489212946577,0.0002380952380952381,0.5624999999999999,28,3.2142857142857144,50693906.36679999
2024-01-12,993927.594731622,-0.04133041183677739,0.009885451463685831,0.05097776806236798,0.0002380952380952381,0.25806451612903225,31,3.096774193548387,398026927.7886001
2024-02-12,990634.7457440037,-0.0031260527987415766,0.02865021663176489,0.03153817419241123,0.0002380952380952381,0.18749999999999997,32,2.8125,407496767.712
2024-03-12,991905.749773662,0.0015960185924542678,-0.00022221809900816944,-0.0020563319295576754,0.0002380952380952381,0.3125,32,2.9375,401134632.9674
2024-04-10,995603.6867081615,0.004104652460412525,0.010314135891213692,0.005971388192705929,0.0002380952380952381,0.375,29,2.793103448275862,389138881.81010014
2024-05-08,966480.1736363048,-0.028852230155969043,0.005164609672139705,0.03377874459001351,0.0002380952380952381,0.411764705882353,34,2.735294117647059,400985766.1646
2024-06-06,899757.3950806016,-0.0683244250900412,-0.0261691587853591,0.04191717106658688,0.0002380952380952381,0.7647058823529412,28,2.857142857142857,397247710.9319
2024-07-08,971268.6366408834,0.0798640250579485,0.011848124964171139,-0.0682539953318726,0.0002380952380952381,0.3571428571428571,27,2.7037037037037037,144046714.88469997
2024-08-05,964845.6335735471,-0.006281764267019873,0.061025339861466056,0.06706900889039069,0.0002380952380952381,0.3333333333333333,30,2.7666666666666666,151272332.5129
2024-09-03,968174.8748834367,0.003919038512835386,0.03727537554807291,0.03311824179714229,0.0002380952380952381,0.46666666666666673,26,2.730769230769231,156383135.18789998
2024-10-01,968429.159621526,0.0004935265185661153,0.02385794670349966,0.023126324946838306,0.0002380952380952381,0.23076923076923078,26,2.576923076923077,139921401.63799998
2024-10-29,971928.780190116,0.003922607642887801,0.03661327185002085,0.03245256896903781,0.0002380952380952381,0.3076923076923076,23,2.4782608695652173,236703427.27599996
2024-11-26,901592.2078213525,-0.07156069275405168,-0.06680429732444433,0.004518300191512115,0.0002380952380952381,0.8695652173913044,18,2.4444444444444446,255074988.034
2024-12-26,906292.8454335745,0.005615953389295543,-0.016178133581938887,-0.021817896495043954,2.380952380952381e-05,0.3999999999999998,20,2.65,159268595.84800002
