date,capital,period_return
2020-05-04,964115.0775279508,0.0
2020-05-05,964115.0775279508,0.0
2020-05-06,964115.0775279508,0.0
2020-05-07,964115.0775279508,0.0
2020-05-08,964115.0775279508,0.0
2020-05-11,964115.0775279508,0.0
2020-05-12,964115.0775279508,0.0
2020-05-13,964115.0775279508,0.0
2020-05-14,964115.0775279508,0.0
2020-05-15,964115.0775279508,0.0
2020-05-18,964115.0775279508,0.0
2020-05-19,964115.0775279508,0.0
2020-05-20,964115.0775279508,0.0
2020-05-21,964115.0775279508,0.0
2020-05-22,964115.0775279508,0.0
2020-05-26,964115.0775279508,0.0
2020-05-27,964115.0775279508,0.0
2020-05-28,964115.0775279508,0.0
2020-05-29,964115.0775279508,0.0
2020-06-01,964115.0775279508,0.0
2020-06-02,964115.0775279508,0.0
2020-06-03,964115.0775279508,0.0
2020-06-04,964115.0775279508,0.0
2020-06-05,964115.0775279508,0.0
2020-06-08,964115.0775279508,0.0
2020-06-09,964115.0775279508,0.0
2020-06-10,964115.0775279508,0.0
2020-06-11,964115.0775279508,0.0
2020-06-12,964115.0775279508,0.0
2020-06-15,964115.0775279508,0.0
2020-06-16,964115.0775279508,0.0
2020-06-17,964115.0775279508,0.0
2020-06-18,964115.0775279508,0.0
2020-06-19,964115.0775279508,0.0
2020-06-22,964115.0775279508,0.0
2020-06-23,964115.0775279508,0.0
2020-06-24,964115.0775279508,0.0
2020-06-25,964115.0775279508,0.0
2020-06-26,964115.0775279508,0.0
2020-06-29,964115.0775279508,0.0
2020-06-30,964115.0775279508,0.0
2020-07-01,964115.0775279508,0.0
2020-07-02,964115.0775279508,0.0
2020-07-06,964115.0775279508,0.0
